Unidade;Disciplina;Código da disciplina;Turma;Quantidade de alunos;Dia da semana;Horário de início;Horário de término;Data de início;Data de término
FACE;INTRODUÇÃO À DEMOGRAFIA;POP005;-;62;Sexta;07:30;11:10;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À ECONOMIA;ECN140;-;30;Quarta;20:50;22:30;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À ECONOMIA;ECN140;-;48;Quinta;07:30;09:10;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À ECONOMIA;ECN141;-;30;Sexta;19:00;20:40;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À ECONOMIA;ECN140;-;48;Terca;07:30;09:10;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À ESTATÍSTICA;-;-;30;Quinta;07:30;09:10;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À ESTATÍSTICA;-;-;30;Terca;07:30;09:10;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À FILOSOFIA DA CIÊNCIA E EPISTEMOLOGIA;-;G;63;Quarta;13:00;14:40;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À FILOSOFIA DA CIÊNCIA E EPISTEMOLOGIA;-;G;63;Sexta;13:00;14:40;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À FILOSOFIA ESTÉTICA;-;A;63;Segunda;13:30;17:10;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À FILOSOFIA ÉTICA;FIL028;E;63;Quinta;07:30;09:10;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À FILOSOFIA ÉTICA;FIL028;E;63;Terca;07:30;09:10;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À FILOSOFIA: ÉTICA;FIL028;Q;63;Quinta;19:00;20:40;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À FILOSOFIA: ÉTICA;FIL028;Q;63;Terca;19:00;20:40;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À FILOSOFIA: ÉTICA;FIL028;R;105;Quinta;19:00;20:40;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À FILOSOFIA: ÉTICA;FIL028;R;105;Terca;19:00;20:40;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À FILOSOFIA: FILOSOFIA DA CIÊNCIA E EPISTEMOLOGIA;-;P/T;105;Quinta;19:00;20:40;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À FILOSOFIA: FILOSOFIA DA CIÊNCIA E EPISTEMOLOGIA;-;P/T;105;Terca;19:00;20:40;1/07/2016;11/07/2016
IGC;INTRODUÇÃO A GEOGRAFIA;GEO196;U;50;Quinta;13:30;17:30;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À HISTÓRIA DA CULTURA;-;Z;63;Quinta;13:30;17:10;1/07/2016;11/07/2016
ECI;INTRODUÇÃO À INFORMÁTICA;DCC601;-;30;Sexta;13:00;17:00;1/07/2016;11/07/2016
ECI;INTRODUÇÃO À INFORMÁTICA;DCC601;TB1;50;Segunda;19:00;22:30;1/07/2016;11/07/2016
ECI;Introdução à informática;DCC601;-;30;Segunda;19:00;22:30;1/07/2016;11/07/2016
FALE;INTRODUÇÃO À LITERATURA BRASILEIRA;-;-;50;Quarta;07:30;09:10;1/07/2016;11/07/2016
FALE;INTRODUÇÃO À LITERATURA BRASILEIRA;-;-;50;Quarta;09:20;11:00;1/07/2016;11/07/2016
FALE;INTRODUÇÃO À LITERATURA BRASILEIRA;-;-;50;Segunda;07:30;09:10;1/07/2016;11/07/2016
FALE;INTRODUÇÃO À LITERATURA BRASILEIRA;-;-;50;Segunda;09:20;11:00;1/07/2016;11/07/2016
FALE;INTRODUÇÃO À LITERATURA COMPARADA;-;-;50;Sexta;19:00;22:30;1/07/2016;11/07/2016
FALE;INTRODUÇÃO À LITERATURA COMPARADA;-;-;50;Sexta;19:00;22:30;1/07/2016;11/07/2016
FALE;INTRODUÇÃO À LITERATURA PORTUGUESA;-;-;50;Sexta;07:30;11:00;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À PSICOLOGIA CLÍNICA;-;-;105;Segunda;07:30;11:00;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À PSICOLOGIA DA PERSONALIDADE;-;A1;105;Terca;07:30;11:00;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À TEORIA DEMOCRÁTICA;-;D/G;105;Quinta;07:30;09:10;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À TEORIA DEMOCRÁTICA;-;D/G;105;Terca;07:30;09:10;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À TEORIA DEMOCRÁTICA;-;R;63;Quinta;19:00;20:40;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À TEORIA DEMOCRÁTICA;-;R;63;Terca;19:00;20:40;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS I;-;-;50;Quarta;07:30;09:10;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS I;-;-;50;Quarta;09:20;11:00;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS I;-;-;50;Quarta;19:00;20:40;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS I;-;-;50;Quarta;19:00;20:40;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS I;-;-;50;Quarta;20:50;22:30;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS I;-;-;50;Quarta;20:50;22:30;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS I;-;-;50;Segunda;07:30;09:10;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS I;-;-;50;Segunda;09:20;11:00;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS I;-;-;50;Segunda;19:00;20:40;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS I;-;-;50;Segunda;19:00;20:40;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS I;-;-;50;Segunda;20:50;22:30;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS I;-;-;50;Segunda;20:50;22:30;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS II;-;-;50;Quarta;09:20;11:00;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS II;-;-;50;Quarta;19:00;20:40;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS II;-;-;50;Quarta;20:50;22:30;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS II;-;-;50;Segunda;09:20;11:00;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS II;-;-;50;Segunda;19:00;20:40;1/07/2016;11/07/2016
FALE;INTRODUÇÃO AOS ESTUDOS LINGUÍSTICOS II;-;-;50;Segunda;20:50;22:30;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO ÀS CIÊNCIAS SOCIOAMBIENTAIS;UNI033;TSA;30;Sexta;19:00;22:30;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO ESTUDOS LINGUAGEM;-;MX;63;Sexta;07:30;11:10;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO ESTUDOS LINGUAGEM;-;NX;63;Sexta;19:00;22:30;1/07/2016;11/07/2016
FALE;ITALIANO BI - 1º;-;6;30;Segunda;17:00;18:40;1/07/2016;11/07/2016
FALE;ITALIANO BI - 1º;-;7;30;Quarta;17:00;18:40;1/07/2016;11/07/2016
FACE;LABORATÓRIO CONTÁBIL;-;-;100;Segunda;20:50;22:30;1/07/2016;11/07/2016
EBA;LEGISLAÇÃO DE PATRIMÔNIO E PREPARAÇÃO DE PROJETOS;-;-;30;Segunda;13:30;16:00;1/07/2016;11/07/2016
ECI;LEITURA E FORMAÇÃO DO LEITOR;-;-;55;Quinta;19:00;22:30;1/07/2016;11/07/2016
FALE;LINGUA FRANCESA I;-;-;50;Quinta;19:00;20:40;1/07/2016;11/07/2016
FALE;LINGUA FRANCESA I;-;-;50;Terca;19:00;20:40;1/07/2016;11/07/2016
FALE;LÍNGUA ITALIANA III;-;-;50;Quinta;19:00;20:40;1/07/2016;11/07/2016
FALE;LÍNGUA ITALIANA III;-;-;50;Terca;19:00;20:40;1/07/2016;11/07/2016
FAFICH;LINGUAGEM, TÉCNICAS E PROCESSOS DO JORNALISMO;-;NX;63;Quinta;19:00;22:30;1/07/2016;11/07/2016
ECI;LINGUAGENS DE INDEXAÇÃO;-;-;40;Terca;19:00;22:30;1/07/2016;11/07/2016
ECI;LINGUAGENS DE INDEXAÇÃO;-;-;50;Terca;14:00;17:40;1/07/2016;11/07/2016
ECI;LINGUAGENS DE INDEXAÇÃO;-;-;55;Quinta;19:00;22:30;1/07/2016;11/07/2016
FALE;LINGUÍSTICA APLICADA: A INTEGRAÇÃO DOS EIXOS DE ENSINO DE LÍNGUA PORT.;-;-;50;Quinta;09:20;11:00;1/07/2016;11/07/2016
FALE;LINGUÍSTICA APLICADA: A INTEGRAÇÃO DOS EIXOS DE ENSINO DE LÍNGUA PORT.;-;-;50;Terca;09:20;11:00;1/07/2016;11/07/2016
FALE;LINGUÍSTICA APLICADA: O ENSINO DE VOCABULÁRIO NO LIVRO DIDÁTICO;-;-;50;Quinta;09:20;11:00;1/07/2016;11/07/2016
FALE;LINGUÍSTICA APLICADA: O ENSINO DE VOCABULÁRIO NO LIVRO DIDÁTICO;-;-;50;Terca;09:20;11:00;1/07/2016;11/07/2016
FALE;LINGUÍSTICA APLICADA: PRÁTICAS DE ESCRITA E ESCOLA;-;-;50;Quinta;07:30;09:10;1/07/2016;11/07/2016
FALE;LINGUÍSTICA APLICADA: PRÁTICAS DE ESCRITA E ESCOLA;-;-;50;Terca;07:30;09:10;1/07/2016;11/07/2016
FACE;LOGÍSTICA E GERENCIAMENTO DE CADEIAS DE SUPRIMENTOS;-;-;100;Quinta;07:30;09:10;1/07/2016;11/07/2016
FACE;LOGÍSTICA E GERENCIAMENTO DE CADEIAS DE SUPRIMENTOS;-;-;100;Segunda;07:30;09:10;1/07/2016;11/07/2016
FACE;MACROECONOMIA I;-;-;90;Quinta;09:20;11:00;1/07/2016;11/07/2016
FACE;MACROECONOMIA I;-;-;90;Terca;07:30;09:30;1/07/2016;11/07/2016
ENG;MANIPULADORES ROBÓTICOS;-;B;42;Quinta;09:25;11:05;1/07/2016;11/07/2016
ENG;MANIPULADORES ROBÓTICOS;-;B;42;Terca;09:25;11:05;1/07/2016;11/07/2016
ENG;MANUTENÇÃO DE AERONAVES I;EMA062;EA;25;Quinta;14:55;16:35;1/07/2016;11/07/2016
ENG;MANUTENÇÃO DE AERONAVES I;EMA062;EA;25;Terca;14:55;16:35;1/07/2016;11/07/2016
ENG;MECÂNICA DO VOO;-;EA;42;Quinta;13:00;14:40;1/07/2016;11/07/2016
ENG;MECÂNICA DO VOO;-;EA;42;Terca;13:00;14:40;1/07/2016;11/07/2016
ECI;MEMÓRIA E PATRIMÔNIO CULTURAL;-;-;40;Segunda;07:30;11:10;1/07/2016;11/07/2016
ECI;Memória e Patrimônio Cultural;-;-;30;Sexta;07:30;11:10;1/07/2016;11/07/2016
FAFICH;MERCADOLOGIA;-;MX;63;Quarta;07:30;11:10;1/07/2016;11/07/2016
ENG;METOD. MOD. PLAN. ENERGÉTICO C;-;-;42;Quinta;13:00;13:50;1/07/2016;11/07/2016
ENG;METOD. MOD. PLAN. ENERGÉTICO C;-;-;42;Terca;13:00;13:50;1/07/2016;11/07/2016
ECI;Metodologia da Pesquisa Histórica em Museus;-;-;30;Segunda;07:30;11:10;1/07/2016;11/07/2016
EBA;METODOLOGIA DA PESQUISA: ARTE;-;-;30;Segunda;08:00;12:00;1/07/2016;11/07/2016
FAFICH;METODOLOGIA PESQUISA CIENTÍFICA COMUNICAÇÃO;-;MX;63;Segunda;07:30;11:10;1/07/2016;11/07/2016
ECI;MÉTODOS E TÉCNICAS DE PESQUISA;-;-;43;Sexta;19:00;22:30;1/07/2016;11/07/2016
ECI;MÉTODOS E TÉCNICAS DE PESQUISA;-;-;50;Quinta;14:00;17:40;1/07/2016;11/07/2016
ECI;MÉTODOS E TÉCNICAS DE PESQUISA;-;-;55;Quarta;19:00;22:30;1/07/2016;11/07/2016
ECI;Métodos e técnicas de pesquisa;-;-;30;Segunda;07:30;11:10;1/07/2016;11/07/2016
FAFICH;MÉTODOS QUALITATIVOS;-;-;105;Segunda;07:30;11:00;1/07/2016;11/07/2016
FACE;MÉTODOS QUANT. APICADOS I;-;-;100;Quarta;19:00;20:40;1/07/2016;11/07/2016
FACE;MÉTODOS QUANT. APICADOS I;-;-;100;Sexta;20:50;22:30;1/07/2016;11/07/2016
FACE;MÉTODOS QUANT. APLIC. CONT. FINANÇAS;-;-;100;Quinta;20:50;22:30;1/07/2016;11/07/2016
FACE;MÉTODOS QUANT. APLIC. CONT. FINANÇAS;-;-;100;Segunda;19:00;20:40;1/07/2016;11/07/2016
FACE;MICROECONOMIA A I;ECN061;A;90;Sexta;07:30;09:10;1/07/2016;11/07/2016
FACE;MICROECONOMIA A IV;-;A;100;Quinta;09:20;11:00;1/07/2016;11/07/2016
FACE;MICROECONOMIA A IV;-;A;100;Segunda;09:20;11:00;1/07/2016;11/07/2016
FAFICH;MODERNIDADE E MUDANÇA SOCIAL;-;A;63;Segunda;13:30;17:10;1/07/2016;11/07/2016
FAFICH;MODERNIDADE E MUDANÇA SOCIAL;-;H;42;Quarta;09:30;11:10;1/07/2016;11/07/2016
FAFICH;MODERNIDADE E MUDANÇA SOCIAL;-;H;42;Segunda;09:30;11:10;1/07/2016;11/07/2016
FAFICH;MODERNIDADE E MUDANÇA SOCIAL;-;T;105;Sexta;07:30;11:10;1/07/2016;11/07/2016
FAFICH;MODERNIDADE E MUDANÇA SOCIAL;-;U;63;Sexta;07:30;11:10;1/07/2016;11/07/2016
FALE;MORFOLOGIA DO PORTUGUÊS;-;-;50;Quinta;09:20;11:00;1/07/2016;11/07/2016
FALE;MORFOLOGIA DO PORTUGUÊS;-;-;50;Quinta;19:00;20:40;1/07/2016;11/07/2016
FALE;MORFOLOGIA DO PORTUGUÊS;-;-;50;Quinta;20:50;22:30;1/07/2016;11/07/2016
FALE;MORFOLOGIA DO PORTUGUÊS;-;-;50;Terca;09:20;11:00;1/07/2016;11/07/2016
FALE;MORFOLOGIA DO PORTUGUÊS;-;-;50;Terca;19:00;20:40;1/07/2016;11/07/2016
FALE;MORFOLOGIA DO PORTUGUÊS;-;-;50;Terca;20:50;22:30;1/07/2016;11/07/2016
ENG;MULTIMÍDIA;-;-;42;Segunda;09:25;12:00;1/07/2016;11/07/2016
ECI;MUSEOLOGIA;-;-;45;Segunda;14:00;17:40;1/07/2016;11/07/2016
FAFICH;NARRATIVA JORNALÍSTICA;-;MX;63;Quinta;08:00;11:40;1/07/2016;11/07/2016
FAFICH;O DISCURSO MIDIÁTICO E A VIDA SOCIAL;-;U;63;Sexta;07:30;11:10;1/07/2016;11/07/2016
FALE;OFICINA DE LÍNGUA PORTUGUESA: LEITURA E PRODUÇÃO DE TEXTO;-;-;50;Sexta;07:30;11:00;1/07/2016;11/07/2016
FALE;OFICINA DE LÍNGUA PORTUGUESA: LEITURA E PRODUÇÃO DE TEXTO;-;-;50;Sexta;07:30;11:00;1/07/2016;11/07/2016
FALE;OFICINA DE LÍNGUA PORTUGUESA: LEITURA E PRODUÇÃO DE TEXTO;-;-;50;Sexta;19:00;22:30;1/07/2016;11/07/2016
ECI;ORGANIZAÇÃO BIBLIOGRÁFICA NACIONAL;-;-;45;Quarta;07:30;11:10;1/07/2016;11/07/2016
ECI;ORGANIZAÇÃO E MÉTODOS APLICADOS A ARQUIVOLOGIA;-;-;40;Quinta;19:00;22:30;1/07/2016;11/07/2016
FAFICH;ORIENTAÇÃO DE CARREIRA;-;-;105;Segunda;17:00;18:40;1/07/2016;11/07/2016
EBA;PANORAMA DA ARTE DIGITAL;-;-;30;Sexta;18:30;22:00;1/07/2016;11/07/2016
EBA;PANORAMA DO CINEMA;-;-;30;Sexta;18:30;22:00;1/07/2016;11/07/2016
EBA;PANORAMA DO VESTUÁRIO;-;-;30;Segunda;19:00;22:30;1/07/2016;11/07/2016
ECI;Patrimônio Cultural no Mundo Moderno e Contemporâneo;-;-;30;Terca;07:30;11:10;1/07/2016;11/07/2016
FAFICH;PESQUISA DE MERCADO;-;MX;63;Quarta;07:30;09:10;1/07/2016;11/07/2016
FAFICH;PESQUISA DE MERCADO;-;MX;63;Segunda;07:30;09:10;1/07/2016;11/07/2016
FAFICH;PLANEJAMENTO DA COMUNICAÇÃO ORGANIZACIONAL;-;MX;63;Terca;07:30;11:10;1/07/2016;11/07/2016
FAFICH;PLANEJAMENTO DA COMUNICAÇÃO ORGANIZACIONAL;-;NX;63;Terca;19:00;22:30;1/07/2016;11/07/2016
FAFICH;PLANEJAMENTO DE COMUNICAÇÃO;-;-;63;Segunda;13:30;17:10;1/07/2016;11/07/2016
FAFICH;PLANEJAMENTO DE MÍDIA;-;MX;42;Segunda;07:30;11:10;1/07/2016;11/07/2016
FACE;PLANEJAMENTO ESTRATÉGICO EM TURISMO;-;-;50;Segunda;13:30;17:10;1/07/2016;11/07/2016
ECI;PLANEJAMENTO UNID. E SIST. DE INFORMAÇÃO;TGI035;TM;40;Terca;07:30;11:10;1/07/2016;11/07/2016
FAE;POLÍTICA EDUCACIONAL;-;A;40;Segunda;07:00;11:00;1/07/2016;11/07/2016
FAE;POLÍTICA EDUCACIONAL;-;B;40;Terca;07:00;11:00;1/07/2016;11/07/2016
FAE;POLÍTICA EDUCACIONAL;-;F;40;Terca;13:50;17:30;1/07/2016;11/07/2016
FAE;POLÍTICA EDUCACIONAL;-;G;40;Sexta;13:50;17:30;1/07/2016;11/07/2016
FAE;POLÍTICA EDUCACIONAL;-;J;40;Sexta;19:00;22:30;1/07/2016;11/07/2016
FAFICH;POLÍTICA: INTRODUÇÃO À TEORIA DEMOCRÁTICA;-;T/U;105;Sexta;07:30;11:10;1/07/2016;11/07/2016
FACE;POPULAÇÃO, DESENVOLVIMENTO E PLANEJAMENTO;POP004;-;25;Quinta;19:00;20:40;1/07/2016;11/07/2016
FACE;POPULAÇÃO, DESENVOLVIMENTO E PLANEJAMENTO;POP004;-;30;Terca;19:00;20:40;1/07/2016;11/07/2016
FALE;PORT. LINGUA ADICIONAL - PRODUÇÃO ORAL E ESCRITA;UNI047;-;30;Quarta;17:00;18:40;1/07/2016;11/07/2016
FALE;PORT. LINGUA ADICIONAL - PRODUÇÃO ORAL E ESCRITA;UNI047;-;30;Segunda;17:00;18:40;1/07/2016;11/07/2016
FALE;PORTUGUÊS LÍNGUA ADICIONAL;-;-;30;Quinta;10:30;11:30;1/07/2016;11/07/2016
FALE;PORTUGUÊS LÍNGUA ADICIONAL;-;-;30;Quinta;10:30;11:30;1/07/2016;11/07/2016
FALE;PORTUGUÊS LÍNGUA ADICIONAL - BÁSICO;UNI045;-;30;Quinta;11:30;13:10;1/07/2016;11/07/2016
FALE;PORTUGUÊS LÍNGUA ADICIONAL - BÁSICO;UNI045;-;30;Terca;11:30;13:10;1/07/2016;11/07/2016
FALE;PORTUGUÊS LÍNGUA ADICIONAL - ESCRITA ACADÊMICA;UNI048;-;30;Quarta;17:00;18:40;1/07/2016;11/07/2016
FALE;PORTUGUÊS LÍNGUA ADICIONAL - ESCRITA ACADÊMICA;UNI048;-;30;Segunda;17:00;18:40;1/07/2016;11/07/2016
FALE;PORTUGUÊS LÍNGUA ADICIONAL- INTERMEDIÁRIO;UNI046;A;30;Terca;11:30;13:10;1/07/2016;11/07/2016
FALE;PORTUGUÊS LÍNGUA ADICIONAL- INTERMEDIÁRIO;UNI046;B;30;Quarta;11:30;13:10;1/07/2016;11/07/2016
FALE;PORTUGUÊS LÍNGUA ADICIONAL- INTERMEDIÁRIO;UNI046;B;30;Segunda;11:30;13:10;1/07/2016;11/07/2016
FALE;PORTUGUÊS LÍNGUA ADICIONAL- INTERMEDIÁRIO;UNI046;A;30;Quinta;11:30;13:10;1/07/2016;11/07/2016
FAFICH;PRÁTICA DE PESQUISA V;-;-;63;Quarta;20:40;22:30;1/07/2016;11/07/2016
FAFICH;PRÁTICA DE PESQUISA V;-;-;63;Segunda;20:40;22:30;1/07/2016;11/07/2016
ECI;PRESERVAÇÃO DO ACERVO;-;-;40;Segunda;19:00;22:30;07/04/2016;02/06/2016
ECI;PRESERVAÇÃO DO ACERVO;-;-;55;Terca;19:00;22:30;1/07/2016;31/03/2016
ICEX;PROBABILIDADE E PROCESSOS ESTOCÁSTICOS;-;TA;60;Quarta;07:30;09:10;1/07/2016;11/07/2016
ICEX;PROBABILIDADE E PROCESSOS ESTOCÁSTICOS;-;TA;60;Segunda;07:30;09:10;1/07/2016;11/07/2016
FAFICH;PROCESSOS DE CRIAÇÃO EM MÍDIAS DIGITAIS;-;MX;63;Sexta;07:30;11:10;1/07/2016;11/07/2016
ENG;PROCESSOS DE FABRICAÇÃO;-;-;42;Quinta;09:25;11:05;1/07/2016;11/07/2016
ENG;PROCESSOS DE FABRICAÇÃO;-;-;42;Terca;09:25;11:05;1/07/2016;11/07/2016
FALE;PROCESSOS DE LEGITIMAÇÃO DAS TEORIAS DO BALÉ CLÁSSICO;-;-;30;Segunda;12:30;14:30;1/07/2016;11/07/2016
ENG;PROCESSOS METALÚRGICOS;-;-;63;Segunda;09:25;11:05;1/07/2016;11/07/2016
FAFICH;PROCESSOS PSICOLÓGICOS BÁSICOS;-;-;105;Sexta;07:30;11:00;1/07/2016;11/07/2016
ENG;PROJ. AMP-OP E CIRC. ANA. INTEGRADOS;-;-;63;Quarta;09:25;11:05;1/07/2016;11/07/2016
ENG;PROJ. AMP-OP E CIRC. ANA. INTEGRADOS;-;-;63;Segunda;09:25;11:05;1/07/2016;11/07/2016
ENG;PROJETO DE AERONAVES I;-;-;25;Quinta;07:30;10:15;1/07/2016;11/07/2016
ENG;PROJETO DE AERONAVES I;-;-;25;Terca;07:30;09:10;1/07/2016;11/07/2016
FAFICH;PROJETOS AII;-;-;63;Quarta;07:30;11:10;1/07/2016;11/07/2016
FAFICH;PROJETOS BI - JORNALISMO;-;MX;42;Sexta;07:30;11:10;1/07/2016;11/07/2016
FAFICH;PROJETOS BII - JORNALISMO;-;NX;42;Sexta;19:00;22:30;1/07/2016;11/07/2016
FAFICH;PROJETOS C - JORNALISMO;-;-;42;Sexta;07:30;11:10;1/07/2016;11/07/2016
ENG;PROJETOS DE SISTEMAS EMBUTIDOS;-;-;42;Quarta;09:25;11:05;1/07/2016;11/07/2016
ENG;PROJETOS DE SISTEMAS EMBUTIDOS;-;-;42;Segunda;09:25;11:05;1/07/2016;11/07/2016
ENG;PROPULSÃO I;-;-;42;Quinta;14:55;16:35;1/07/2016;11/07/2016
