Unidade;Disciplina;Código da disciplina;Turma;Quantidade de alunos;Dia da semana;Horário de início;Horário de término;Data de início;Data de término
ECI;USUÁRIOS DA INFORMAÇÃO;TGI004;TC;43;Quarta;19:00;22:30;1/07/2016;11/07/2016
ENG;VIBRAÇÕES MECÂNICAS;EMA006;-;60;Quarta;19:50;22:35;1/07/2016;11/07/2016
ECI;VIVÊNCIA PROFISSIONAL SUPERVISIONADA EM MUSEOLOGIA B;ECI107;PM;30;Segunda;07:30;11:10;1/07/2016;11/07/2016
EBA;VULNERABILIDADE DE MATERIAIS A DEGRADAÇÃO;-;-;30;Segunda;09:30;12:00;1/07/2016;11/07/2016
ENG;AERODINÂMINCA DE ALTA VELOCIDADE;EMA236;EA;30;Quinta;13:00;14:40;1/07/2016;11/07/2016
ENG;AERODINÂMINCA DE ALTA VELOCIDADE;EMA236;EA;30;Terca;13:00;14:40;1/07/2016;11/07/2016
ENG;ALVENARIA ESTRUTURAL;ENG061;E;30;Quinta;9:25;11:05;1/07/2016;11/07/2016
ENG;ALVENARIA ESTRUTURAL;ENG061;E;30;Sexta;9:25;11:05;1/07/2016;11/07/2016
IGC;AMÉRICA LATINA;GEO277;N;40;Sexta;19:00;22:30;1/07/2016;11/07/2016
FAFICH;Análises Semióticas em Pub. Propaganda;COM339;MX;30;Quinta;8:00;11:40;1/07/2016;11/07/2016
ICB;ANATOMIA APLICADA À FISIOTERAPIA;MOF618;-;80;Segunda;9:00;10:30;1/07/2016;10/06/2016
ICB;ANATOMIA APLICADA À FISIOTERAPIA;MOF618;-;80;Terca;9:00;10:30;1/07/2016;10/06/2016
ECI;Apresentação de Trabalho Científico;OTI078;TA1;45;Quarta;7:30;11:10;1/07/2016;11/07/2016
ICB;Bases Ecol. Desenv. Sustentável (1º Bimestre);ICB001;R;100;Segunda;8:00;11:40;1/07/2016;11/07/2016
ICB;Biofísica aplic. Medicina;FIB007;B;87;Quarta;8:00;10:00;05/06/2016;11/07/2016
ICB;Biofísica aplic. Medicina;FIB007;B;87;Sexta;10:00;11:00;05/06/2016;11/07/2016
ICB;BIOLOGIA CELULAR;MOF052;-;120;Quinta;10:00;12:00;06/02/2016;05/06/2016
ICB;Biologia Molecular F;BIQ058;F1;110;Quinta;8:00;10:00;1/07/2016;11/07/2016
ICEX;Cálculo de Várias Variáveis;MAT042;TA;65;Quarta;7:30;9:10;1/07/2016;11/07/2016
ICEX;Cálculo de Várias Variáveis;MAT042;TA;65;Segunda;7:30;9:10;1/07/2016;11/07/2016
ICEX;Cálculo Diferencial e Integral II;MAT039;TA2;60;Quarta;7:30;9:10;1/07/2016;11/07/2016
ICEX;Cálculo Diferencial e Integral II;MAT039;TA2;60;Segunda;7:30;9:10;1/07/2016;11/07/2016
IGC;COLÓQUIOS;GEO372;N;30;Terca;19:00;22:30;1/07/2016;11/07/2016
ICB;COMUNICAÇÃO CELULAR E MEDIAÇÃO QUÍMICA;BIQ024;-;20;Terca;8:00;11:40;1/07/2016;11/07/2016
FAFICH;Comunicação e Política;COM055;MX;30;Quinta;7:30;11:10;1/07/2016;11/07/2016
FACE;Contabilidade das Instituições Públicas;CIC064;-;90;Quinta;19:00;20:40;1/07/2016;11/07/2016
FACE;Contabilidade das Instituições Públicas;CIC064;-;90;Terca;19:00;20:40;1/07/2016;11/07/2016
ENG;DESEMPENHO DE AERONAVES;EMA032;EA;30;Quinta;11:10;12:00;1/07/2016;11/07/2016
ENG;DESEMPENHO DE AERONAVES;EMA032;EA;30;Terca;11:10;12:00;1/07/2016;11/07/2016
FAE;DIDATICA DE LICENCIATURA;MTE101;B;40;Quinta;7:00;10:40;1/07/2016;11/07/2016
FAE;DIDATICA DE LICENCIATURA;MTE101;B1;40;Sexta;7:00;10:40;1/07/2016;11/07/2016
FAE;DIDATICA DE LICENCIATURA;MTE101;L;40;Segunda;19:00;22:30;1/07/2016;11/07/2016
FAE;DIDATICA DE LICENCIATURA;MTE101;M;40;Quarta;19:00;22:30;1/07/2016;11/07/2016
FAE;DIDÁTICA DE LICENCIATURA;MTE101;J;40;Terca;19:00;22:30;1/07/2016;11/07/2016
FAE;DIDÁTICA DE LICENCIATURA;MTE101;K1;40;Sexta;19:00;22:30;1/07/2016;11/07/2016
EEFFTO;Educação Física A;EFI601;-;45;Quinta;10:00;12:00;1/07/2016;11/07/2016
ENG;Engenharia de Recursos Hídricos;EHR018;H;40;Quinta;9:25;11:05;1/07/2016;11/07/2016
ENG;Engenharia de Recursos Hídricos;EHR018;H;40;Sexta;11:10;12:50;1/07/2016;11/07/2016
ENG;Ensaios em Aeronaves;EMA033;EA;30;Quinta;13:00;16:35;1/07/2016;11/07/2016
FAFICH;Estado Moderno e Capitalismo;DCP023;C;30;Quinta;9:30;11:10;1/07/2016;11/07/2016
FAFICH;Estado Moderno e Capitalismo;DCP023;C;30;Terca;9:30;11:10;1/07/2016;11/07/2016
VET;Estatistica aplicada à Med. Veterinária;VET028;T;90;Quarta;8:10;10:00;1/07/2016;11/07/2016
FALE;Estudos Temáticos de Língua e Linguística Inglesa: expressão oral;-;-;50;Quarta;19:00;20:40;1/07/2016;11/07/2016
FALE;Estudos Temáticos de Língua e Linguística Inglesa: expressão oral;-;-;50;Segunda;19:00;20:40;1/07/2016;11/07/2016
FAFICH;Ética Profissional Seminário;PSI019;-;30;Terca;7:30;11:00;1/07/2016;11/07/2016
IGC;Fitogeografia;GEO294;U;30;Quarta;7:30;11:10;1/07/2016;11/07/2016
ECI;Fundamentos da Ciência da Informação;TGI030;TM;56;Quinta;7:30;11:10;1/07/2016;11/07/2016
IGC;Geografia do Rural;GEO377;N;30;Quarta;19:00;22:30;1/07/2016;11/07/2016
IGC;Geografia e Educação;GEO201;U;30;Sexta;7:30;11:10;1/07/2016;11/07/2016
IGC;Geografia e Recursos Hídricos;GEO330;N;30;Quarta;19:00;22:30;1/07/2016;11/07/2016
ECI;Gestão da Informação e Conhecimento;TGI037;TA1;20;Segunda;14:00;17:40;1/07/2016;11/07/2016
ECI;Gestão de Unidades de Informação;TGI031;TA1;45;Quinta;7:30;11:10;1/07/2016;11/07/2016
FAFICH;HISTÓRIA SOCIAL DOS MEIOS;COM027;NX;30;Quarta;19:00;20:40;1/07/2016;11/07/2016
FAFICH;HISTÓRIA SOCIAL DOS MEIOS;COM027;NX;30;Segunda;19:00;20:40;1/07/2016;11/07/2016
ICEX;Iniciação à Estatística;EST184;TB;60;Quarta;9:25;11:05;1/07/2016;11/07/2016
ICEX;Iniciação à Estatística;EST184;TB;60;Segunda;9:25;11:05;1/07/2016;11/07/2016
ICEX;Iniciação à Estatística;EST184;TB;60;Sexta;9:25;11:05;1/07/2016;11/07/2016
ECI;Introdução à Biblioteconomia, Arquivologia e Museologia;OTI077;TA1;45;Segunda;14:00;17:30;1/07/2016;11/07/2016
ENG;INTRODUÇÃO À ENGENHARIA NUCLEAR I;ENU601;M;40;Segunda;9:25;11:55;1/07/2016;11/07/2016
ENG;INTRODUÇÃO À ENGENHARIA NUCLEAR I;ENU601;M;40;Terca;9:25;11:55;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À FILOSOFIA: ÉTICA;FIL028;C;30;Quinta;9:30;11:10;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À FILOSOFIA: ÉTICA;FIL028;C;30;Terca;9:30;11:10;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À FILOSOFIA: FILOSOFIA DA CIÊNCIA E EPISTEMOLOGIA;FIL029;I;30;Quinta;9:30;11:10;1/07/2016;11/07/2016
FAFICH;INTRODUÇÃO À FILOSOFIA: FILOSOFIA DA CIÊNCIA E EPISTEMOLOGIA;FIL029;I;30;Terca;9:30;11:10;1/07/2016;11/07/2016
FAFICH;Introdução à Psicoterapia;PSI054;-;30;Quarta;7:30;11:00;1/07/2016;11/07/2016
EBA;Introdução às narrativas interativas;FTC212;A;30;Quarta;18:30;22:30;1/07/2016;11/07/2016
EBA;Introdução às narrativas interativas;FTC212;A;30;Quinta;18:30;22:30;1/07/2016;11/07/2016
EBA;Introdução às narrativas interativas;FTC212;A;30;Terca;18:30;22:30;1/07/2016;11/07/2016
FACE;Laboratório Contábil;CIC089;-;100;Terca;20:50;22:30;1/07/2016;11/07/2016
FACE;Laboratório Contábil;CIC089;-;100;Terca;20:50;22:30;1/07/2016;11/07/2016
FAFICH;Laboratório em Comunicação Social: Artes e Ofícios de saberes tradicionais;COM351;AOS;30;Quinta;14:00;16:50;1/07/2016;11/07/2016
FAFICH;Laboratório em Comunicação Social: Artes e Ofícios de saberes tradicionais;COM351;AOS;30;Terca;14:00;16:50;1/07/2016;11/07/2016
ICB;Microbiologia Aplicada a Odontologia;MIC028;O;95;Quarta;8:00;10:00;05/02/2016;11/07/2016
ICB;Microbiologia Aplicada a Odontologia;MIC028;O;95;Sexta;16:00;18:00;05/02/2016;11/07/2016
ICB;Microbiologia Aplicada a Preservação Bens Culturais;MIC024;A/B;40;Quinta;8:00;12:00;06/02/2016;11/07/2016
FACE;Microeconomia AI;ECN061;A;90;Quarta;9:20;11:00;1/07/2016;11/07/2016
FAFICH;MODERNIDADE E MUDANÇA SOCIAL;SOA050;R;30;Quarta;19:00;20:40;1/07/2016;11/07/2016
FAFICH;MODERNIDADE E MUDANÇA SOCIAL;SOA050;R;30;Segunda;19:00;20:40;1/07/2016;11/07/2016
ICB;Morfologia de Taxon. Espermatófitas;BOT013;R1/R2;55;Quinta;10:00;11:40;1/07/2016;11/07/2016
ICB;Morfologia de Taxon. Espermatófitas;BOT013;R1/R2;55;Sexta;10:00;11:40;1/07/2016;11/07/2016
ECI;Museografia II;ECI102;TM;46;Quarta;7:30;11:10;1/07/2016;11/07/2016
IGC;Oficina Integrada de Cartografia e Topografia;CRT013;U;40;Sexta;19:00;22:00;1/07/2016;11/07/2016
ICB;PARASTOLOGIA VETERINÁRIA;PAR601;V;75;Quinta;8:00;10:00;1/07/2016;11/07/2016
ICB;PARASTOLOGIA VETERINÁRIA;PAR601;V;75;Segunda;8:00;10:00;1/07/2016;11/07/2016
ICB;PARASTOLOGIA VETERINÁRIA;PAR601;V;75;Terca;8:00;10:00;1/07/2016;11/07/2016
ICB;Patologia Comparada;PAG004;R;70;Segunda;8:00;10:00;1/07/2016;11/07/2016
ICB;Patologia Geral;PAG001;A1;70;Segunda;8:00;10:00;1/07/2016;11/07/2016
ICB;Patologia Geral;PAG001;A2;70;Segunda;8:00;10:00;1/07/2016;11/07/2016
ECI;PLANEJAMENTO UNID. E SIST. DE INFORMAÇÃO;TGI035;TM;43;Quarta;7:30;11:10;1/07/2016;11/07/2016
FAE;POLITICA EDUCACIONAL;ADE003;J1;40;Sexta;19:00;22:30;1/07/2016;11/07/2016
FAE;POLITICA EDUCACIONAL;ADE003;K;40;Terca;19:00;22:30;1/07/2016;11/07/2016
FAE;POLÍTICA EDUCACIONAL;ADE003;L;40;Quarta;19:00;22:30;1/07/2016;11/07/2016
ICEX;Probabilidade e Processos Estocásticos;EST045;TA;60;Quarta;7:30;9:10;1/07/2016;11/07/2016
ICEX;Probabilidade e Processos Estocásticos;EST045;TA;60;Segunda;7:30;9:10;1/07/2016;11/07/2016
ICB;PROTOZOÁRIOS PARASITOS;PAR022;D;20;Terca;10:00;12:30;04/02/2016;11/07/2016
FAFICH;Psicologia aplicada à fisioterapia II;-;-;30;Segunda;7:30;11:00;1/07/2016;11/07/2016
FAE;PSICOLOGIA DA EDUCAÇÃO;CAE002;B;40;Segunda;7:00;10:40;1/07/2016;11/07/2016
FAE;PSICOLOGIA DA EDUCAÇÃO;CAE002;L1;40;Sexta;19:00;22:30;1/07/2016;11/07/2016
FAFICH;Psicologia do desenvolvimento;PSI610;-;30;Terca;7:30;11:00;1/07/2016;11/07/2016
FAFICH;Seminário de Projeto Experimental  Jorn. e RP;COM322;MX;30;Quarta;7:30;11:10;1/07/2016;11/07/2016
FAFICH;Seminário Interdisciplinar I;PSI055;-;30;Terca;7:30;11:00;1/07/2016;11/07/2016
FAFICH;SEMINÁRIO INTERDISCIPLINAR II SAÚDE E ENVELHECIMENTO;PSI056;-;30;Terca;7:30;11:00;1/07/2016;11/07/2016
FAFICH;SEMINÁRIO INTERDISCIPLINAR III: PSICOLOGIA E SAÚDE;PSI057;-;30;Terca;7:30;11:00;1/07/2016;11/07/2016
FACE;Sistema de Informações Contábeis;CIC061;-;100;Quarta;19:00;20:40;1/07/2016;11/07/2016
FACE;Sistema de Informações Contábeis;CIC061;-;100;Segunda;19:00;20:40;1/07/2016;11/07/2016
ENG;Sistemas de Informação em Indústria;EPD029;A;30;Quarta;9:25;11:05;1/07/2016;11/07/2016
ENG;Sistemas de Informação em Indústria;EPD029;A;30;Sexta;9:25;11:05;1/07/2016;11/07/2016
FAE;SOCILOGIA DA EDUCAÇÃO;CAE001;B;40;Quarta;7:00;10:40;1/07/2016;11/07/2016
FAE;SOCIOLOGIA DA EDUCAÇÃO;CAE001;K;40;Quarta;19:00;22:30;1/07/2016;11/07/2016
FAE;SOCIOLOGIA DA EDUCAÇÃO;CAE001;L;40;Terca;19:22;22:30;1/07/2016;11/07/2016
FAE;SOCIOLOGIA DA EDUCAÇÃO;CAE001;M;40;Quinta;19:00;22:30;1/07/2016;11/07/2016
FAE;SOCIOLOGIA DA EDUCAÇÃO;CAE001;M1;40;Sexta;19:00;22:30;1/07/2016;11/07/2016
FAFICH;Técnicas, Processos e Linguagem da Publicidade;COM085;MX;30;Terca;7:30;11:10;1/07/2016;11/07/2016
IGC;TEG: Geografia Aplicada a Analise Ambiental;GEO204;N2;30;Terca;19:00;22:30;1/07/2016;11/07/2016
IGC;TEG: Pedogeomorfologia;GEO204;N1;30;Segunda;19:00;22:30;1/07/2016;11/07/2016
ENG;TEORIA DAS ESTRUTURAS APLIC. AOS AVIÕES I;EMA233;EA;30;Quinta;7:30;10:15;1/07/2016;11/07/2016
ENG;TEORIA DAS ESTRUTURAS APLIC. AOS AVIÕES I;EMA233;EA;30;Terca;7:30;9:10;1/07/2016;11/07/2016
ENG;Teoria das Estruturas Aplicada Aos Aviões II;EMA234;EA;30;Quinta;9:25;12:00;1/07/2016;11/07/2016
ENG;Teoria das Estruturas Aplicada Aos Aviões II;EMA234;EA;30;Terca;9:25;12:00;1/07/2016;11/07/2016
ENG;TÓP. EM GESTÃO DA PRODUÇÃO: DESIGN PARA MANUFATURA;EPD048;-;30;Quinta;9:25;11:05;1/07/2016;11/07/2016
ENG;TÓP. EM GESTÃO DA PRODUÇÃO: DESIGN PARA MANUFATURA;EPD048;-;30;Terca;9:25;11:05;1/07/2016;11/07/2016
ECI;Tóp. Em Ontologias D (Aplicações em ontologias);ECI046;TB1;31;Terca;19:00;22:30;1/07/2016;11/07/2016
ECI;Tópicos Catalog. Classificação Informação D (Catalogação Descritiva);OTI099;TA1;27;Sexta;7:30;11:10;1/07/2016;11/07/2016
ECI;Tópicos em conhecimento Museal e Difusão Cultural D: Objetos Museológicos e cultura material (Optativa);ECI122;TM;43;Sexta;7:30;11:10;1/07/2016;11/07/2016
ECI;Tópicos em Gestão de Unidades de Informação D (Teoria da terminologia aplicada);TGI057;TB1;31;Quarta;19:00;22:30;1/07/2016;11/07/2016
ECI;Tópicos em Gestão Informação Conhecimento D (Fontes de Informação jurídica);TGI053;TCB2;46;Sexta;19:00;22:30;1/07/2016;11/07/2016
ECI;Tópicos em Gestão Informação Conhecimento D (Filosofia e ética da informação);TGI053;TB1;31;Quarta;19:00;22:30;1/07/2016;11/07/2016
ECI;Tópicos em Gestão Informação Conhecimento D (Pesquisa de Informação Científica: estratégias e fontes;TGI053;TA1;21;Quarta;14:00;17:40;1/07/2016;11/07/2016
FAFICH;TÓPICOS EM HISTÓRIA DA CIÊNCIA;HIS239;A;30;Quarta;19:00;20:40;1/07/2016;11/07/2016
FAFICH;TÓPICOS EM HISTÓRIA DA CIÊNCIA;HIS239;A;30;Segunda;19:00;20:40;1/07/2016;11/07/2016
ECI;Tópicos em Informação e Cultura D (Arquitetura da Informação e Acessibilidade Digital);TGI061;TA3;21;Terca;14:00;17:40;1/07/2016;11/07/2016
ECI;Tópicos em Informação e Cultura D (Produção Cultural: Questões sobre Gestão e Curadoria);TGI061;TA2;27;Segunda;7:30;11:10;1/07/2016;11/07/2016
ECI;Tópicos em informação e cultura D: Design Gráfico: Fundamentos básicos;TGI061;TM4;43;Sexta;7:30;11:10;1/07/2016;11/07/2016
ECI;Tópicos em Informação e cultura D: Museu, Espaço e Poder*(Optativa);TGI061;TM2;46;Sexta;7:30;11:10;1/07/2016;11/07/2016
ECI;Tópicos em Informação e Cultura D: Paleografia* (Optativa);TGI061;TBM1;43;Sexta;7:30;11:10;1/07/2016;11/07/2016
ECI;Tópicos em informação e cultura D: Patrimônio Cultural e Identidades* (Optativa);TGI061;TM3;46;Quinta;7:30;11:10;1/07/2016;11/07/2016
ECI;Tópicos em museografia D: Computação Gráfica Aplicada à Museologia* (Optativa);ECI138;TM1;46;Quinta;7:30;11:10;1/07/2016;11/07/2016
ECI;Tópicos em serviços para comunidades especificas B (Biblioteca Escolar e aprendizagem);OTI105;TB1;32;Sexta;19:00;22:30;1/07/2016;11/07/2016
ECI;Tópicos em Usuários da Informação D (Biblioteca Escolar e Literatura Infanto Juvenil);TGI065;TA1;27;Segunda;7:30;11:10;1/07/2016;11/07/2016
FAFICH;Tópicos Especiais em Processos Clínicos: Introdução a Gestalt-terapia II;PSI069;A1;30;Quarta;7:30;11:00;1/07/2016;11/07/2016
FAFICH;Tópicos Especiais em Processos Psicossociais: Memória Social;PSI324;A;30;Quinta;7:30;11:00;1/07/2016;11/07/2016
FAFICH;Tópicos especiais em psicologia Clínica: Comportamento Verbal;PSI079;-;30;Terca;7:30;11:00;1/07/2016;11/07/2016
FAFICH;Tópicos Especiais em Psicologia do Desenvolvimento: Orientação Profissional;PSI074;A;30;Quinta;7:30;11:00;1/07/2016;11/07/2016
FAFICH;Tópicos Especiais em Psicologia Social: Violência de gênero e raça;PSI071;-;30;Sexta;7:30;11:00;1/07/2016;11/07/2016
FAFICH;Tópicos Especiais em Psicologia Social: Psicologia das Emergências;PSI071;-;30;Quarta;7:30;11:10;1/07/2016;11/07/2016
ECI;Tópicos Gestão da Informação Conhecimento D (Comportamento Empreendedor)* - 2 BIM;TGI051;TA1;21;Terca;14:00;17:40;15/04/2016;10/06/2016
ICB;Tópicos I: Genomas: Organização e Evolução ( 2°Bimestre );ICB054;R;30;Terca;8:00;11:40;08/04/2016;3/06/2016
ICB;Tópicos IV: Introdução à Ciência de Animais de Laboratório ( 2° Bimestre);ICB057;R;20;Terca;8:00;11:40;1/07/2016;11/07/2016
IGC;Topicos Planej. Turismo I: Planejamento Rot. Interpretativos;GEO047;T5;30;Quarta;13:30;17:10;1/07/2016;11/07/2016
ECI;Tópicos Serviços Comunidades Específicas D (Acesso Aberto e Representação da Informação em acervos especiais na Web);OTI107;TB1;31;Segunda;19:00;22:30;1/07/2016;11/07/2016
ECI;Tópicos Serviços Comunidades Específicas D (Acesso Aberto E Representação da Informação em acervos especiais na Web);OTI107;TA1;21;Quinta;14:00;17:40;1/07/2016;11/07/2016
FAFICH;Tópicos Teoria Psicológica Contemporânea: Introdução a Psicologia Fenomenológica;PSI604;A2;30;Terca;7:30;11:00;1/07/2016;11/07/2016
ECI;Tópicos Uso da Tecnologia Org. Trat. Da Informação D (Arquitetura da Informação em Repositórios Digitais);OTI111;TA2;21;Segunda;14:00;17:40;1/07/2016;11/07/2016
ECI;Tópicos Uso da Tecnologia Org. Trat. Da Informação D (Construção de Bibliotecas Digitais usando o Dspace);OTI111;TA3;21;Sexta;14:00;17:40;1/07/2016;11/07/2016
ECI;Tópicos Uso da Tecnologia Org. Trat. Da Informação D (Modelagem conceitual a partir dos princípios de Ranganathan);OTI111;TA1;21;Terca;14:00;17:40;1/07/2016;11/07/2016
ENG;Transportes Cargas e Logística Integrada;ETG038;T;30;Quinta;9:25;11:05;1/07/2016;11/07/2016
ENG;Transportes Cargas e Logística Integrada;ETG038;T;30;Terca;9:25;11:05;1/07/2016;11/07/2016
IGC;Turismo Cultural;GEO049;T;30;Segunda;8:00;11:40;1/07/2016;11/07/2016
ECI;Vivência Profissional Supervisionada em Museologia B;ECI107;PM;46;Terca;7:30;11:10;1/07/2016;11/07/2016
